pin_id,source_keyword,pin_type,title,save_count,reaction_count,reaction_save_ratio,created_at,date_unknown,image_url,local_image_path,outbound_link,domain,is_ecommerce,commercial_intent_score,make_similar_score,reject_reason,source_url,scraped_at,download_status,download_error
70437490331556,living room decor ideas,,,8965,439,439.0,2025-06-24T15:25:28+00:00,False,https://i.pinimg.com/originals/de/f0/88/def088c7d9c245f0531c31c51bb1788f.png,,,Uploaded by user,False,0,0,too_old,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
3940718421032343,living room decor ideas,,Lush Green Living Room: Cozy Corner Idea,364,78,78.0,2026-03-09T12:24:23+00:00,False,https://i.pinimg.com/originals/63/2f/89/632f895ce9fe2eeea7e3b05facef2034.jpg,,,Uploaded by user,False,0,0,low_engagement_364,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
422281211844649,living room decor ideas,,,5306,463,463.0,2025-07-13T17:31:00+00:00,False,https://i.pinimg.com/originals/02/ca/e9/02cae97f28263b7b2caddcca337da0ea.jpg,,,Uploaded by user,False,0,0,too_old,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
211174978047317,living room decor ideas,,,1455,132,132.0,2025-02-26T19:56:28+00:00,False,https://i.pinimg.com/originals/fb/62/0f/fb620f11e05a52bd852d5cdf80783046.jpg,,,Uploaded by user,False,0,0,too_old,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
327496204176645425,living room decor ideas,,,4,233,233.0,2026-01-04T09:55:01+00:00,False,https://i.pinimg.com/originals/d3/92/18/d392186627932bea36443d54aea01530.png,,,Uploaded by user,False,0,0,"low_engagement_4,no_product_link",https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
4222193395808252,living room decor ideas,,,794,86,86.0,2026-01-09T19:55:45+00:00,False,https://i.pinimg.com/originals/9f/bf/3a/9fbf3a798c609f55dae961f160be6767.jpg,,,Uploaded by user,False,0,0,low_engagement_794,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
2814818512366945,living room decor ideas,,,5226,710,710.0,2025-08-21T14:26:43+00:00,False,https://i.pinimg.com/originals/4f/aa/63/4faa636775399a5396c4d7f3823aa0d1.jpg,,,Uploaded by user,False,0,0,too_old,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
4011087177920994,living room decor ideas,,,3331,1457,1457.0,2024-11-26T03:33:51+00:00,False,https://i.pinimg.com/originals/f9/55/70/f955705b720e07af776824615f92690e.jpg,,,Uploaded by user,False,0,0,too_old,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
17310779814985884,living room decor ideas,,,72,663,663.0,2026-04-03T18:16:29+00:00,False,https://i.pinimg.com/originals/12/68/d9/1268d98e86b7dba8516b4bee2245e3c2.jpg,,,Uploaded by user,False,0,0,low_engagement_72,https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
877287202422804732,living room decor ideas,,,53,326,326.0,2025-08-28T21:49:42+00:00,False,https://i.pinimg.com/originals/dc/7d/37/dc7d3706bdc2c3e452c2823f0aa9ede5.jpg,,,Uploaded by user,False,0,0,"low_engagement_53,too_old",https://www.pinterest.com/search/pins/?q=living%20room%20decor%20ideas,2026-05-14T12:08:53.559540+00:00,,
